,_ID,TimeSt,Country,Province,City,Latitude,Longitude,distance_nearest,nearest_poi
290,4531095,2017-06-21 07:00:38.883,CA,QC,Victoriaville,46.0672,-71.9596,1.6965393552219812,POI3
291,4531193,2017-06-21 11:00:39.317,CA,AB,Calgary,51.04176,-113.99981000000001,2.556624445518943,POI1
292,4531255,2017-06-21 08:00:39.990,CA,ON,North York,43.7677,-79.4126,6.103991961070803,POI3
293,4531256,2017-06-21 17:00:40.900,CA,SK,Saskatoon,52.1225,-106.72488,6.909122559066754,POI1
294,4531268,2017-06-21 07:00:41.213,CA,ON,Concord,43.8031,-79.49185,6.169988306805532,POI3
295,4531295,2017-06-21 22:00:36.547,CA,ON,Cobourg,43.9645,-78.1712,4.8613060707609215,POI3
297,4531373,2017-06-21 16:00:36.727,CA,AB,Calgary,51.1581,-113.938,2.4305161038851453,POI1
299,4531513,2017-06-21 06:00:37.170,CA,ON,Thornhill,43.8395,-79.3831,6.055405119594971,POI3
300,4531541,2017-06-21 08:00:37.557,CA,ON,Dundas,43.2649,-79.9555,6.776299088294216,POI3
301,4531598,2017-06-21 21:00:39.477,CA,ON,Cambridge,43.39914,-80.32011,7.079734264117333,POI3
302,4531631,2017-06-21 20:00:38.690,CA,ON,Burlington,43.303,-79.7988,6.615875702113592,POI3
303,4531653,2017-06-21 21:00:41.183,CA,ON,Ingersoll,43.0467,-80.8717,7.713506036298737,POI3
304,4531745,2017-06-21 15:00:41.317,CA,ON,Markham,43.90594,-79.25171999999999,5.910802817649808,POI3
305,4531777,2017-06-21 01:00:42.353,CA,ON,Chatham,42.3778,-82.1897,9.178858781690511,POI3
306,4531798,2017-06-21 21:00:39.847,CA,AB,St Albert,53.62971999999999,-113.58816999999999,0.13219015812455362,POI1
307,4531843,2017-06-21 09:00:41.677,CA,AB,Red Deer,52.2651,-113.794,1.3176344657168815,POI1
308,4531849,2017-06-21 21:00:42.660,CA,ON,Granton,43.20317,-81.22516999999999,8.002360250825808,POI3
309,4531924,2017-06-21 18:00:43.630,CA,AB,Calgary,51.0494,-113.9564,2.540742398560905,POI1
310,4531954,2017-06-21 22:00:45.370,CA,AB,Sherwood Park,53.528,-113.2512,0.23523655550318961,POI1
311,4532007,2017-06-21 01:00:43.160,CA,AB,Beaumont,53.35872,-113.4055,0.20389672033900624,POI1
312,4532091,2017-06-21 18:00:44.100,CA,AB,Duchess,50.73108,-111.91317,3.2245421925701447,POI1
315,4532274,2017-06-21 20:00:43.350,CA,BC,Surrey,49.133990000000004,-122.88481999999999,10.383165389934067,POI1
316,4532333,2017-06-21 20:00:44.560,CA,ON,Scarborough,43.682,-79.2801,6.002907578117211,POI3
318,4532402,2017-06-21 18:00:42.550,CA,AB,Calgary,50.8476,-114.1958,2.790422473003867,POI1
319,4532470,2017-06-21 04:00:43.353,CA,AB,Calgary,51.0475,-114.068,2.565613079099226,POI1
321,4532563,2017-06-21 14:00:44.190,CA,SK,Coronach,49.1124,-105.52416000000001,9.112900217151783,POI1
322,4532586,2017-06-21 22:00:46.750,CA,ON,Sudbury,46.47964,-81.05821999999999,7.553197070018556,POI3
323,4532616,2017-06-21 01:00:44.500,CA,ON,Toronto,43.6459,-79.3857,6.114490005422939,POI3
325,4532732,2017-06-21 10:00:46.580,CA,AB,Calgary,50.9093,-114.1028,2.708105984640373,POI1
327,4532853,2017-06-21 12:00:45.873,CA,AB,Calgary,51.0571,-114.077,2.558329535701962,POI1
328,4532884,2017-06-21 05:00:48.820,CA,ON,Latchford,47.3253,-79.81163000000001,6.500832514645884,POI3
330,4532991,2017-06-21 11:00:50.153,CA,AB,Calgary,50.95738,-114.22057,2.6910596571360137,POI1
332,4533139,2017-06-21 09:00:47.117,CA,ON,Sudbury,46.47964,-81.05821999999999,7.553197070018556,POI3
333,4533144,2017-06-21 14:00:49.340,CA,AB,Calgary,50.9722,-114.062,2.6376862246759005,POI1
334,4533227,2017-06-21 02:00:50.410,CA,AB,Edmonton,53.54813000000001,-113.59428,0.10856374848446328,POI1
335,4533231,2017-06-21 18:00:51.177,CA,ON,Mississauga,43.5769,-79.6283,6.366565886222881,POI3
336,4533268,2017-06-21 16:00:52.177,CA,ON,Thornhill,43.8395,-79.3831,6.055405119594971,POI3
338,4533374,2017-06-21 10:00:47.877,CA,ON,North York,43.73486,-79.45085,6.150099227625278,POI3
339,4533450,2017-06-21 07:00:51.150,CA,ON,Mississauga,43.5769,-79.6283,6.366565886222881,POI3
340,4533548,2017-06-21 18:00:51.357,CA,ON,North York,43.7613,-79.4885,6.178550004557463,POI3
341,4533630,2017-06-21 21:00:51.010,CA,AB,Edmonton,53.55848,-113.49825,0.017557341057225735,POI1
343,4533776,2017-06-21 18:00:51.230,CA,ON,Toronto,43.64544,-79.39649,6.12490154540275,POI3
344,4533843,2017-06-21 20:00:51.797,CA,AB,Sherwood Park,53.5263,-113.287,0.19972456144651035,POI1
345,4533920,2017-06-21 22:00:51.907,CA,AB,Sherwood Park,53.5263,-113.287,0.19972456144651035,POI1
346,4533995,2017-06-21 22:00:53.013,CA,SK,Prince Albert,53.23738,-105.45485,8.036818228181177,POI1
347,4534008,2017-06-21 07:00:53.840,CA,AB,Sherwood Park,53.51803,-113.29858,0.18925726005890123,POI1
348,4534106,2017-06-21 07:00:52.813,CA,SK,Saskatoon,52.1225,-106.72488,6.909122559066754,POI1
349,4534173,2017-06-21 02:00:53.033,CA,ON,Thornhill,43.8395,-79.3831,6.055405119594971,POI3
350,4534272,2017-06-21 16:00:53.187,CA,ON,Mississauga,43.6046,-79.6729,6.400697982737273,POI3
351,4534273,2017-06-21 13:00:53.693,CA,QC,Montréal-Nord,45.6168,-73.61798,0.10842944792352552,POI3
352,4534285,2017-06-21 22:00:54.023,CA,ON,Perth,44.9049,-76.2594,2.7630832301646295,POI3
353,4534309,2017-06-21 01:00:54.967,CA,ON,Toronto,43.7068,-79.3991,6.108877140769574,POI3
354,4534383,2017-06-21 00:00:55.217,CA,AB,Fort Mcmurray,56.743080000000006,-111.47651,3.775875237841556,POI1
355,4534410,2017-06-21 16:00:55.410,CA,QC,Pierrefonds,45.4556,-73.9201,0.3601800141831922,POI3
356,4534440,2017-06-21 01:00:52.593,CA,AB,Calgary,51.038740000000004,-113.9856,2.5567667430340606,POI1
358,4534509,2017-06-21 03:00:56.463,CA,AB,Calgary,51.0876,-114.0214,2.516245170297402,POI1
359,4534602,2017-06-21 22:00:57.120,CA,AB,Red Deer,52.2529,-113.807,1.3325732160166717,POI1
361,4534641,2017-06-21 15:00:52.747,CA,AB,Edmonton,53.4593,-113.4145,0.1123394785683175,POI1
362,4534704,2017-06-21 11:00:55.003,CA,AB,Spruce Grove,53.5562,-113.93563999999999,0.4500178551179784,POI1
363,4534788,2017-06-21 03:00:56.117,CA,AB,Derwent,53.737790000000004,-110.72429,2.7680845975629182,POI1
364,4534835,2017-06-21 20:00:56.787,CA,AB,Calgary,51.0823,-113.9578,2.508682303928705,POI1
366,4534904,2017-06-21 20:00:52.843,CA,ON,Toronto,43.6682,-79.4209,6.141235383326147,POI3
367,4534942,2017-06-21 22:00:53.050,CA,SK,Saskatoon,52.1225,-106.72488,6.909122559066754,POI1
368,4534995,2017-06-21 19:00:53.547,CA,ON,Gananoque,44.34061,-76.19575999999999,2.882762097027253,POI3
369,4535091,2017-06-21 11:00:54.177,CA,AB,Calgary,51.049,-113.9622,2.542216134604808,POI1
371,4535155,2017-06-21 02:00:54.937,CA,NB,Fredericton,45.9346,-66.6323,3.472874376786608,POI4
372,4535192,2017-06-21 05:00:55.120,CA,ON,Burlington,43.41318,-79.81299,6.593189015245733,POI3
373,4535228,2017-06-21 20:00:57.097,CA,ON,Toronto,43.6666,-79.3823,6.104932358267125,POI3
375,4535378,2017-06-21 15:00:54.703,CA,AB,Edmonton,53.587,-113.441,0.06056785157986387,POI1
376,4535473,2017-06-21 19:00:55.223,CA,BC,Prince George,53.9448,-122.752,9.274836594325787,POI1
378,4535605,2017-06-21 08:00:55.640,CA,ON,Newmarket,44.0587,-79.4591,6.071944169771085,POI3
379,4535665,2017-06-21 08:00:56.740,CA,ON,Brampton,43.6656,-79.747,6.453627504079935,POI3
380,4535717,2017-06-21 22:00:58.363,CA,BC,Vancouver,49.2501,-123.038,10.473871175608606,POI1
381,4535757,2017-06-21 21:00:57.023,CA,AB,Calgary,51.1264,-114.1419,2.5071549919869405,POI1
382,4535779,2017-06-21 03:00:58.987,CA,QC,Montréal,45.5047,-73.5558,0.019776784799349703,POI3
383,4535817,2017-06-21 19:00:59.310,CA,AB,Red Deer,52.2722,-113.83,1.3196632130377086,POI1
384,4535906,2017-06-21 03:01:00.607,CA,ON,Whitby,43.8866,-78.975,5.65069386884628,POI3
385,4535953,2017-06-21 17:00:59.317,CA,AB,Edmonton,53.54813000000001,-113.59428,0.10856374848446328,POI1
386,4535967,2017-06-21 11:01:00.950,CA,AB,Calgary,51.0378,-114.08,2.5778008234627094,POI1
387,4536056,2017-06-21 17:00:58.717,CA,AB,Red Deer,52.2468,-113.788,1.3340612187770855,POI1
388,4536077,2017-06-21 14:01:01.013,CA,SK,Saskatoon,52.1225,-106.72488,6.909122559066754,POI1
390,4536237,2017-06-21 05:00:59.180,CA,ON,Newmarket,44.039,-79.4724,6.089619545178247,POI3
393,4536328,2017-06-21 16:01:01.480,CA,SK,Saskatoon,52.1225,-106.72488,6.909122559066754,POI1
395,4536406,2017-06-21 20:01:01.033,CA,AB,Calgary,51.0378,-114.08,2.5778008234627094,POI1
396,4536489,2017-06-21 11:01:02.607,CA,ON,Toronto,43.6459,-79.3857,6.114490005422939,POI3
397,4536536,2017-06-21 20:01:04.300,CA,SK,Saskatoon,52.1225,-106.72488,6.909122559066754,POI1
398,4536623,2017-06-21 07:01:05.217,CA,AB,Calgary,50.9505,-113.947,2.636333343423215,POI1
400,4536740,2017-06-21 02:01:06.343,CA,ON,Kingston,44.2308,-76.4966,3.2022671966931493,POI3
401,4536827,2017-06-21 00:01:06.527,CA,ON,Oshawa,43.90635,-78.87250999999999,5.5468838022836655,POI3
402,4536856,2017-06-21 07:01:06.630,CA,ON,Mississauga,43.5769,-79.6283,6.366565886222881,POI3
403,4536873,2017-06-21 01:01:07.147,CA,NS,Elmsdale,44.97537,-63.49725,0.3635954496978708,POI4
405,4536975,2017-06-21 15:01:07.927,CA,QC,Alma,48.54054,-71.65406999999999,3.5734285670819066,POI3
406,4536993,2017-06-21 08:01:04.883,CA,AB,Cold Lake,54.4792,-110.203,3.4127544731265127,POI1
407,4537042,2017-06-21 17:01:06.357,CA,ON,Thunder Bay,48.4527,-89.2162,15.922285829554031,POI3
409,4537119,2017-06-21 06:01:06.800,CA,QC,Montréal,45.47181,-73.60477,0.06311248115072164,POI3
410,4537157,2017-06-21 03:01:06.397,CA,ON,Barrie,44.3572,-79.6929,6.236545872148857,POI3
412,4537240,2017-06-21 02:01:06.517,CA,ON,Pembroke,45.7466,-77.2047,3.645624087014051,POI3
413,4537310,2017-06-21 04:01:06.937,CA,AB,Calgary,50.9316,-114.096,2.6848436059191605,POI1
414,4537357,2017-06-21 10:01:06.983,CA,AB,Calgary,50.9632,-114.082,2.6508963891191604,POI1
416,4537426,2017-06-21 16:01:07.823,CA,ON,Mississauga,43.56962,-79.66056,6.399508433573398,POI3
419,4537648,2017-06-21 11:01:06.560,CA,AB,Sherwood Park,53.5449,-113.318,0.1677387851541896,POI1
420,4537670,2017-06-21 16:01:06.910,CA,AB,Calgary,50.9583,-114.068,2.6525627804907845,POI1
422,4537728,2017-06-21 07:01:06.933,CA,AB,Calgary,50.9505,-113.947,2.636333343423215,POI1
423,4537777,2017-06-21 22:01:06.977,CA,AB,Canmore,51.0876,-115.3461,3.0831012548155154,POI1
424,4537804,2017-06-21 14:01:07.413,CA,ON,Oshawa,43.8894,-78.8766,5.555752780696506,POI3
425,4537831,2017-06-21 08:01:08.097,CA,ON,Kitchener,43.4381,-80.5099,7.249724615267606,POI3
426,4537923,2017-06-21 03:01:08.283,CA,ON,Mississauga,43.57717,-79.65677,6.393598958270445,POI3
427,4537942,2017-06-21 03:01:08.517,CA,AB,Sherwood Park,53.5263,-113.287,0.19972456144651035,POI1
428,4538007,2017-06-21 18:01:06.830,CA,ON,Brampton,43.7694,-79.7643,6.441190250304449,POI3
429,4538059,2017-06-21 11:01:07.000,CA,QC,Montréal,45.5047,-73.5558,0.019776784799349703,POI3
430,4538111,2017-06-21 08:01:07.030,CA,ON,Richmond Hill,43.8939,-79.4375,6.0929247587687305,POI3
431,4538202,2017-06-21 05:01:07.100,CA,AB,Calgary,51.0829,-114.095,2.5374966742924014,POI1
432,4538211,2017-06-21 14:01:07.260,CA,ON,North York,43.7302,-79.4951,6.193800132052771,POI3
433,4538265,2017-06-21 03:01:07.967,CA,SK,Saskatoon,52.1218,-106.645,6.987450394059708,POI1
434,4538348,2017-06-21 11:01:08.107,CA,NS,New Waterford,46.2492,-60.0881,3.3072685776243005,POI4
435,4538400,2017-06-21 20:01:08.260,CA,NS,New Waterford,46.2492,-60.0881,3.3072685776243005,POI4
436,4538477,2017-06-21 03:01:08.650,CA,AB,Sherwood Park,53.51967,-113.31028,0.17744350403720344,POI1
437,4538554,2017-06-21 15:01:11.073,CA,AB,Calgary,50.9093,-114.1028,2.708105984640373,POI1
438,4538577,2017-06-21 21:01:08.470,CA,AB,Calgary,51.12598,-114.24403000000001,2.536201478310631,POI1
439,4538622,2017-06-21 21:01:11.373,CA,BC,Vancouver,49.2241,-123.12111000000002,10.56033776987579,POI1
440,4538660,2017-06-21 03:01:11.600,CA,ON,Markham,43.8598,-79.3296,5.998373440610129,POI3
441,4538754,2017-06-21 03:01:11.687,CA,AB,Calgary,51.0915,-114.2073,2.5585244914295813,POI1
442,4538830,2017-06-21 22:01:11.767,CA,BC,Vancouver,49.2241,-123.12111000000002,10.56033776987579,POI1
443,4538882,2017-06-21 14:01:12.447,CA,BC,Coquitlam,49.25072,-122.89075,10.339496645875215,POI1
444,4538975,2017-06-21 21:01:09.120,CA,ON,East York,43.6906,-79.3125,6.031140324799034,POI3
445,4539053,2017-06-21 13:01:11.530,CA,ON,Brantford,43.1508,-80.2094,7.053741902325109,POI3
447,4539149,2017-06-21 01:01:11.863,CA,ON,Dundas,43.2608,-79.9627,6.7844536711674115,POI3
448,4539241,2017-06-21 10:01:12.030,CA,ON,Brampton,43.6656,-79.747,6.453627504079935,POI3
449,4539333,2017-06-21 22:01:13.067,CA,AB,Sherwood Park,53.52245,-113.33122,0.1563236139711531,POI1
451,4539408,2017-06-21 07:01:11.530,CA,AB,Calgary,51.031040000000004,-113.96829,2.5610006089934823,POI1
452,4539480,2017-06-21 14:01:11.550,CA,AB,Calgary,51.0494,-113.9564,2.540742398560905,POI1
453,4539574,2017-06-21 12:01:11.780,CA,ON,Brantford,43.1508,-80.2094,7.053741902325109,POI3
455,4539735,2017-06-21 08:01:13.680,CA,QC,Saint Léonard,45.58741,-73.59414,0.07153774819631939,POI3
456,4539814,2017-06-21 18:01:13.963,CA,ON,North York,43.7675,-79.3804,6.073214702117565,POI3
458,4539928,2017-06-21 10:01:10.413,CA,AB,Calgary,51.0876,-114.0214,2.516245170297402,POI1
460,4540074,2017-06-21 13:01:11.970,CA,ON,Brampton,43.6656,-79.747,6.453627504079935,POI3
462,4540188,2017-06-21 20:01:12.360,CA,QC,Montréal,45.47748,-73.56867,0.04422822082109744,POI3
463,4540255,2017-06-21 03:01:11.837,CA,ON,Toronto,43.660959999999996,-79.37224,6.097067603874594,POI3
464,4540294,2017-06-21 21:01:12.403,CA,BC,Coquitlam,49.25065,-122.89072,10.339498438390757,POI1
465,4540316,2017-06-21 10:01:12.513,CA,ON,Brantford,43.1508,-80.2094,7.053741902325109,POI3
466,4540328,2017-06-21 02:01:13.113,CA,AB,Fort Mcmurray,56.7199,-111.357,3.821529745801415,POI1
467,4540412,2017-06-21 11:01:14.443,CA,SK,Regina,50.4251,-104.5389,9.475594854258238,POI1
468,4540459,2017-06-21 20:01:14.650,CA,SK,Saskatoon,52.1218,-106.645,6.987450394059708,POI1
469,4540492,2017-06-21 15:01:14.687,CA,AB,Edmonton,53.58879,-113.4465,0.05793122547469977,POI1
470,4540544,2017-06-21 00:01:18.393,CA,SK,Saskatoon,52.1225,-106.72488,6.909122559066754,POI1
472,4540660,2017-06-21 18:01:14.730,CA,QC,Montréal,45.47748,-73.56867,0.04422822082109744,POI3
475,4540807,2017-06-21 13:01:14.840,CA,AB,Edmonton,53.6112,-113.5746,0.11012019362949878,POI1
477,4540933,2017-06-21 07:01:16.657,CA,AB,Edmonton,53.6313,-113.5245,0.0935437354663554,POI1
478,4540995,2017-06-21 12:01:17.417,CA,AB,Calgary,50.95738,-114.22057,2.6910596571360137,POI1
479,4541039,2017-06-21 05:01:21.487,CA,AB,Edmonton,53.61245,-113.53368999999999,0.08181206527767386,POI1
480,4541117,2017-06-21 13:01:21.653,CA,ON,Barrie,44.3303,-79.7268,6.274904438190034,POI3
481,4541193,2017-06-21 07:01:21.993,CA,ON,Woodbridge,43.82505,-79.58111,6.249771187062528,POI3
482,4541287,2017-06-21 15:01:22.003,CA,ON,Gloucester,45.42514,-75.60325,2.0395097210351847,POI3
483,4541367,2017-06-21 18:01:22.420,CA,AB,Calgary,51.0571,-114.077,2.558329535701962,POI1
484,4541370,2017-06-21 12:01:22.690,CA,ON,Whitby,43.8866,-78.975,5.65069386884628,POI3
485,4541436,2017-06-21 05:01:23.730,CA,AB,Calgary,51.12598,-114.24403000000001,2.536201478310631,POI1
486,4541506,2017-06-21 21:01:20.693,CA,AB,Beaumont,53.3501,-113.4187,0.2072096176460046,POI1
487,4541518,2017-06-21 03:01:21.447,CA,ON,Scarborough,43.7084,-79.2856,6.000112417798273,POI3
488,4541570,2017-06-21 06:01:21.640,CA,QC,Trois-Rivières,46.4778,-72.6493,1.3246304667404465,POI3
489,4541655,2017-06-21 17:01:21.647,CA,ON,Ottawa,45.3951,-75.6302,2.0680503250204074,POI3
490,4541681,2017-06-21 10:01:21.980,CA,ON,Toronto,43.6781,-79.2954,6.018666673210688,POI3
491,4541716,2017-06-21 18:01:22.000,CA,ON,Toronto,43.6781,-79.2954,6.018666673210688,POI3
492,4541815,2017-06-21 04:01:22.237,CA,AB,Calgary,50.8837,-114.0326,2.718049474907517,POI1
493,4541856,2017-06-21 10:01:22.410,CA,AB,Calgary,51.0571,-114.077,2.558329535701962,POI1
494,4541913,2017-06-21 17:01:24.030,CA,AB,Leduc,53.2668,-113.552,0.2871186226022272,POI1
495,4541993,2017-06-21 10:01:21.627,CA,ON,Essex,42.172,-82.823,9.844369919005326,POI3
496,4542053,2017-06-21 21:01:21.703,CA,ON,Toronto,43.6459,-79.3857,6.114490005422939,POI3
497,4542144,2017-06-21 06:01:21.827,CA,ON,Scarborough,43.77653,-79.30999,6.003208802711846,POI3
498,4542215,2017-06-21 03:01:22.043,CA,ON,Mississauga,43.60091,-79.70959,6.436813238965154,POI3
499,4542273,2017-06-21 18:01:22.330,CA,NS,Halifax,44.6385,-63.5838,0.6833986508188242,POI4
501,4542393,2017-06-21 17:01:22.630,CA,AB,Calgary,51.0571,-114.077,2.558329535701962,POI1
502,4542437,2017-06-21 06:01:23.443,CA,ON,Toronto,43.7068,-79.3991,6.108877140769574,POI3
504,4542519,2017-06-21 08:01:23.807,CA,ON,Toronto,43.7264,-79.3978,6.101840581055609,POI3
505,4542616,2017-06-21 18:01:24.363,CA,AB,Calgary,50.9093,-114.1028,2.708105984640373,POI1
508,4542803,2017-06-21 07:01:21.473,CA,ON,Saint Catharines,43.1644,-79.2456,6.149318018952748,POI3
509,4542896,2017-06-21 20:01:21.567,CA,ON,Orillia,44.6078,-79.4175,5.9224027910821,POI3
511,4543004,2017-06-21 01:01:21.757,CA,ON,Richmond Hill,43.8939,-79.4375,6.0929247587687305,POI3
512,4543077,2017-06-21 17:01:22.013,CA,AB,Calgary,51.06678,-114.05378999999999,2.543628808396578,POI1
514,4543179,2017-06-21 04:01:22.020,CA,ON,Mississauga,43.5769,-79.6283,6.366565886222881,POI3
515,4543187,2017-06-21 17:01:22.437,CA,AB,Calgary,51.0571,-114.077,2.558329535701962,POI1
516,4543271,2017-06-21 10:01:22.747,CA,QC,Saint-Jean-Sur-Richelieu,45.2948,-73.2637,0.37795660626187894,POI3
517,4543313,2017-06-21 01:01:23.583,CA,AB,Calgary,51.12598,-114.24403000000001,2.536201478310631,POI1
518,4543389,2017-06-21 09:01:23.750,CA,ON,Saint Catharines,43.195,-79.284,6.173204357561564,POI3
519,4543459,2017-06-21 05:01:24.157,CA,BC,Vancouver,49.2241,-123.12111000000002,10.56033776987579,POI1
520,4543490,2017-06-21 21:01:24.703,CA,ON,North York,43.742329999999995,-79.4373,6.134964286740139,POI3
521,4543587,2017-06-21 10:01:21.653,CA,ON,Timmins,48.4773,-81.3364,8.31352718415096,POI3
522,4543680,2017-06-21 18:01:21.793,CA,ON,Mississauga,43.5738,-79.7193,6.4542112876336075,POI3
524,4543707,2017-06-21 15:01:22.087,CA,AB,Edmonton,53.6585,-113.3614,0.16756385781247535,POI1
525,4543795,2017-06-21 13:01:22.133,CA,ON,Concord,43.8061,-79.5008,6.17775087875976,POI3
526,4543812,2017-06-21 19:01:22.147,CA,AB,Calgary,51.0367,-113.985,2.558650261924243,POI1
528,4543899,2017-06-21 13:01:22.180,CA,ON,Fort Erie,42.9052,-78.9365,5.973919415142537,POI3
531,4544161,2017-06-21 00:01:22.577,CA,AB,Calgary,51.06678,-114.05378999999999,2.543628808396578,POI1
533,4544260,2017-06-21 20:01:22.977,CA,AB,Edmonton,53.5442,-113.495,0.009472478292398886,POI1
534,4544322,2017-06-21 07:01:24.100,CA,ON,Toronto,43.7068,-79.3991,6.108877140769574,POI3
536,4544493,2017-06-21 16:01:24.707,CA,SK,Saskatoon,52.1218,-106.645,6.987450394059708,POI1
537,4544503,2017-06-21 13:01:25.280,CA,AB,Edmonton,53.597280000000005,-113.43921999999999,0.06910926830029088,POI1
539,4544577,2017-06-21 11:01:24.767,CA,ON,Nepean,45.2778,-75.7563,2.2038061478762114,POI3
541,4544652,2017-06-21 07:01:26.660,CA,ON,Mississauga,43.5355,-79.6915,6.4394226939390355,POI3
542,4544745,2017-06-21 09:01:28.357,CA,AB,Edmonton,53.54812,-113.59423000000001,0.1085135762243623,POI1
544,4544762,2017-06-21 01:01:27.683,CA,AB,Fort Mcmurray,56.7377,-111.438,3.791978035912784,POI1
546,4544913,2017-06-21 22:01:28.073,CA,QC,Montréal,45.5047,-73.5558,0.019776784799349703,POI3
547,4544995,2017-06-21 02:01:28.653,CA,ON,Wingham,43.9005,-81.3169,7.918594446113342,POI3
548,4545079,2017-06-21 13:01:28.233,CA,AB,Edmonton,53.51198,-113.5852,0.10517716541625709,POI1
549,4545146,2017-06-21 09:01:28.537,CA,ON,London,43.0061,-81.2962,8.129176289195417,POI3
550,4545195,2017-06-21 06:01:28.807,CA,ON,London,42.9334,-81.2258,8.085239497171195,POI3
551,4545255,2017-06-21 14:01:28.860,CA,ON,London,42.9832,-81.2847,8.12536651364214,POI3
552,4545330,2017-06-21 20:01:29.203,CA,ON,Waterloo,43.4678,-80.584,7.312332097068421,POI3
553,4545332,2017-06-21 11:01:29.370,CA,ON,Waterloo,43.4678,-80.584,7.312332097068421,POI3
554,4545416,2017-06-21 04:01:29.433,CA,ON,Waterloo,43.4678,-80.584,7.312332097068421,POI3
555,4545503,2017-06-21 04:01:29.510,CA,ON,London,42.9816,-81.2473,8.09034908449672,POI3
556,4545548,2017-06-21 07:01:29.627,CA,ON,Guelph,43.5425,-80.2676,6.987708671833496,POI3
557,4545552,2017-06-21 11:01:29.677,CA,ON,Scarborough,43.81668,-79.21307,5.898811712431329,POI3
558,4545609,2017-06-21 00:01:29.717,CA,ON,Windsor,42.3297,-82.9482,9.910279372248645,POI3
559,4545626,2017-06-21 13:01:29.790,CA,ON,Guelph,43.5776,-80.2201,6.932241785066144,POI3
560,4545651,2017-06-21 10:01:29.860,CA,ON,Windsor,42.32338,-82.93668000000001,9.90141356253425,POI3
561,4545705,2017-06-21 07:01:29.893,CA,ON,Waterloo,43.4737,-80.5309,7.25971837500719,POI3
562,4545752,2017-06-21 19:01:25.233,CA,ON,Toronto,43.7068,-79.3991,6.108877140769574,POI3
563,4545805,2017-06-21 06:01:26.710,CA,AB,Red Deer,52.3116,-113.842,1.2849440222223718,POI1
564,4545807,2017-06-21 04:01:27.247,CA,ON,Markham,43.85883,-79.29809,5.968373408455358,POI3
565,4545847,2017-06-21 01:01:28.447,CA,ON,Stratford,43.3716,-80.9773,7.716841105596059,POI3
566,4545925,2017-06-21 13:01:28.627,CA,ON,London,42.9334,-81.2258,8.085239497171195,POI3
567,4545953,2017-06-21 04:01:28.847,CA,ON,London,42.9334,-81.2258,8.085239497171195,POI3
568,4545997,2017-06-21 17:01:28.933,CA,ON,Windsor,42.3297,-82.9482,9.910279372248645,POI3
569,4546068,2017-06-21 07:01:28.987,CA,ON,Windsor,42.3297,-82.9482,9.910279372248645,POI3
570,4546150,2017-06-21 08:01:29.350,CA,ON,Windsor,42.2908,-82.987,9.95957051382322,POI3
571,4546236,2017-06-21 07:01:29.670,CA,ON,Windsor,42.2908,-82.987,9.95957051382322,POI3
573,4546337,2017-06-21 22:01:29.910,CA,ON,London,42.9832,-81.2847,8.12536651364214,POI3
575,4546471,2017-06-21 20:01:30.040,CA,ON,Chatham,42.4247,-82.1755,9.149538033453764,POI3
577,4546585,2017-06-21 16:01:28.070,CA,AB,Calgary,51.0412,-114.0762,2.5736180307584484,POI1
578,4546665,2017-06-21 06:01:29.070,CA,ON,London,42.9399,-81.2709,8.125911567622241,POI3
579,4546723,2017-06-21 05:01:29.120,CA,ON,Windsor,42.2957,-82.9599,9.93234736688247,POI3
581,4546802,2017-06-21 11:01:29.460,CA,ON,Woodstock,43.128859999999996,-80.75007,7.572044665575933,POI3
