,_ID,TimeSt,Country,Province,City,Latitude,Longitude,distance_nearest,nearest_poi
14204,5226942,2017-06-21 06:50:01.377,CA,AB,Calgary,51.0823,-113.9578,2.508682303928705,POI1
14205,5226956,2017-06-21 21:50:03.200,CA,AB,Coronation,52.1033,-111.45,2.495211032847731,POI1
14206,5227012,2017-06-21 11:50:03.203,CA,AB,Coronation,52.1033,-111.45,2.495211032847731,POI1
14207,5227032,2017-06-21 15:50:03.203,CA,AB,Coronation,52.1033,-111.45,2.495211032847731,POI1
14208,5227044,2017-06-21 07:50:00.760,CA,AB,Calgary,50.995,-114.08671000000001,2.6209969886409707,POI1
14209,5227113,2017-06-21 11:50:02.607,CA,QC,Sainte-Foy,46.7823,-71.2882,2.6034157457496074,POI3
14210,5227204,2017-06-21 03:50:01.920,CA,AB,Sherwood Park,53.5167,-113.3167,0.17158320793423756,POI1
14211,5227289,2017-06-21 13:50:02.683,CA,ON,Uxbridge,44.1073,-79.1309,5.741791655538972,POI3
14212,5227374,2017-06-21 06:50:04.580,CA,AB,Spruce Grove,53.5533,-113.895,0.4093281549624827,POI1
14213,5227460,2017-06-21 12:50:02.843,CA,ON,Brantford,43.1772,-80.248,7.081324071147788,POI3
14214,5227489,2017-06-21 22:50:03.277,CA,AB,Innisfail,52.0269,-113.9507,1.5888252258964828,POI1
14215,5227572,2017-06-21 22:50:04.580,CA,AB,Edmonton,53.5141,-113.601,0.11964340034033759,POI1
14216,5227634,2017-06-21 12:50:05.577,CA,QC,Montreal,45.65,-73.4833,0.15271664551384098,POI3
14218,5227695,2017-06-21 21:50:07.613,CA,AB,Edmonton,53.442209999999996,-113.4451,0.11161621658613344,POI1
14220,5227787,2017-06-21 01:50:08.290,CA,AB,Calgary,51.14885,-114.0666,2.4666848417349527,POI1
14221,5227853,2017-06-21 18:50:09.810,CA,ON,London,42.9699,-81.2081,8.056838491568328,POI3
14222,5227891,2017-06-21 19:50:09.900,CA,ON,Toronto,43.6459,-79.3857,6.114490005422939,POI3
14223,5227978,2017-06-21 05:50:05.530,CA,AB,Calgary,51.0823,-113.9578,2.508682303928705,POI1
14225,5228013,2017-06-21 13:50:06.280,CA,ON,Mississauga,43.5738,-79.7193,6.4542112876336075,POI3
14227,5228087,2017-06-21 06:50:09.873,CA,ON,Toronto,43.7068,-79.3991,6.108877140769574,POI3
14228,5228098,2017-06-21 19:50:08.113,CA,AB,Edmonton,53.5515,-113.492,0.00822822246903204,POI1
14229,5228127,2017-06-21 04:50:09.807,CA,AB,Edmonton,53.5931,-113.4077,0.09106048344369783,POI1
14230,5228174,2017-06-21 02:50:09.897,CA,ON,London,42.9699,-81.2081,8.056838491568328,POI3
14231,5228241,2017-06-21 16:50:07.070,CA,AB,Edmonton,53.6258,-113.5068,0.08237227109287842,POI1
14232,5228272,2017-06-21 13:50:09.550,CA,AB,Calgary,51.053,-114.161,2.582995520833326,POI1
14233,5228295,2017-06-21 13:50:09.760,CA,ON,Saint Catharines,43.18,-79.21,6.110457549334332,POI3
14234,5228340,2017-06-21 06:50:09.810,CA,ON,Toronto,43.6682,-79.4209,6.141235383326147,POI3
14235,5228423,2017-06-21 13:50:09.827,CA,AB,Edmonton,53.60844,-113.45966999999999,0.06750747088286385,POI1
14236,5228516,2017-06-21 02:50:10.760,CA,QC,Montréal,45.5096,-73.5592,0.013829816231602116,POI3
14237,5228532,2017-06-21 10:50:12.480,CA,ON,Ancaster,43.208,-79.9652,6.804581737962808,POI3
14238,5228586,2017-06-21 18:50:13.090,CA,AB,Calgary,51.0486,-113.968,2.5437023045641594,POI1
14239,5228656,2017-06-21 20:50:13.477,CA,AB,Edmonton,53.4154,-113.4178,0.14736022748693978,POI1
14240,5228676,2017-06-21 12:50:13.870,CA,ON,Sudbury,46.4707,-80.9707,7.4652503258776886,POI3
14241,5228722,2017-06-21 04:50:13.893,CA,ON,Etobicoke,43.7432,-79.5876,6.278709041818782,POI3
14242,5228789,2017-06-21 22:50:12.290,CA,AB,Calgary,51.03921,-113.97842,2.554911523799802,POI1
14244,5228888,2017-06-21 10:50:13.843,CA,ON,Mississauga,43.5869,-79.7559,6.485193998549077,POI3
14245,5228932,2017-06-21 04:50:13.887,CA,MB,Winnipeg,49.8255,-97.1879,16.71713958835199,POI1
14246,5228966,2017-06-21 08:50:13.903,CA,ON,Ajax,43.8558,-79.0179,5.700696288754293,POI3
14247,5229065,2017-06-21 11:50:13.927,CA,ON,Barrie,44.4015,-79.6782,6.213966883691694,POI3
14249,5229190,2017-06-21 19:50:10.920,CA,AB,Red Deer,52.2694,-113.769,1.307812524425812,POI1
14250,5229274,2017-06-21 18:50:13.323,CA,AB,Calgary,51.0486,-113.968,2.5437023045641594,POI1
14251,5229326,2017-06-21 01:50:13.860,CA,ON,Ajax,43.8901,-79.0439,5.715681267287124,POI3
14253,5229391,2017-06-21 20:50:14.233,CA,AB,Calgary,50.8837,-114.0326,2.718049474907517,POI1
14256,5229567,2017-06-21 08:50:13.840,CA,ON,Newmarket,44.0542,-79.4531,6.06720789983474,POI3
14257,5229587,2017-06-21 07:50:14.363,CA,AB,Calgary,51.0381,-114.118,2.5865344326424506,POI1
14260,5229821,2017-06-21 17:50:15.660,CA,AB,Edmonton,53.4154,-113.4178,0.14736022748693978,POI1
14261,5229842,2017-06-21 14:50:16.383,CA,QC,Deux-Montagnes,45.5395,-73.9193,0.35372772695536003,POI3
14263,5230005,2017-06-21 21:50:17.010,CA,ON,Ottawa,45.4203,-75.7004,2.136779931489673,POI3
14264,5230035,2017-06-21 19:50:18.493,CA,ON,Thornhill,43.8395,-79.3831,6.055405119594971,POI3
14265,5230083,2017-06-21 03:50:15.607,CA,AB,Fort Mcmurray,56.7141,-111.38,3.8039341702039273,POI1
14266,5230147,2017-06-21 00:50:16.983,CA,ON,Mississauga,43.5738,-79.7193,6.4542112876336075,POI3
14267,5230203,2017-06-21 20:50:18.313,CA,ON,Burlington,43.303,-79.7988,6.615875702113592,POI3
14268,5230247,2017-06-21 03:50:18.427,CA,ON,Burlington,43.3016,-79.8582,6.672331494748815,POI3
14269,5230313,2017-06-21 05:50:19.587,CA,ON,Alliston,44.1492,-79.8553,6.437278459428099,POI3
14270,5230406,2017-06-21 08:50:18.390,CA,ON,Burlington,43.3016,-79.8582,6.672331494748815,POI3
14271,5230409,2017-06-21 16:50:19.150,CA,BC,Richmond,49.1679,-123.117,10.579721484332417,POI1
14272,5230450,2017-06-21 03:50:20.127,CA,AB,Spruce Grove,53.5533,-113.895,0.4093281549624827,POI1
14273,5230461,2017-06-21 11:50:20.947,CA,AB,Edmonton,53.5166,-113.595,0.11319569888029517,POI1
14274,5230473,2017-06-21 09:50:20.417,CA,AB,Red Deer,52.2468,-113.788,1.3340612187770855,POI1
14275,5230508,2017-06-21 01:50:23.370,CA,AB,Cochrane,51.1834,-114.4687,2.559079923223385,POI1
14276,5230585,2017-06-21 04:50:23.487,CA,AB,Calgary,51.1188,-113.9471,2.4708235749735383,POI1
14277,5230649,2017-06-21 04:50:25.110,CA,ON,Mississauga,43.5771,-79.6306,6.368694928446252,POI3
14278,5230714,2017-06-21 04:50:25.623,CA,ON,Mississauga,43.5869,-79.7559,6.485193998549077,POI3
14279,5230766,2017-06-21 10:50:23.687,CA,AB,Calgary,51.0823,-113.9578,2.508682303928705,POI1
14280,5230768,2017-06-21 20:50:24.083,CA,AB,Calgary,51.053,-114.161,2.582995520833326,POI1
14281,5230807,2017-06-21 21:50:24.337,CA,AB,Calgary,51.053,-114.161,2.582995520833326,POI1
14282,5230852,2017-06-21 13:50:25.570,CA,ON,Courtice,43.872,-78.75,5.440117922087444,POI3
14283,5230861,2017-06-21 07:50:27.420,CA,ON,Toronto,43.63,-79.477,6.206278880796209,POI3
14284,5230944,2017-06-21 08:50:27.893,CA,QC,Brossard,45.4571,-73.4922,0.09805087871610492,POI3
14285,5231024,2017-06-21 03:50:25.177,CA,AB,Calgary,51.09422,-113.99881,2.5050531077374423,POI1
14286,5231072,2017-06-21 10:50:26.953,CA,ON,Toronto,43.6667,-79.4167,6.137684518775552,POI3
14287,5231075,2017-06-21 07:50:27.313,CA,ON,Thornhill,43.8395,-79.3831,6.055405119594971,POI3
14288,5231136,2017-06-21 02:50:27.320,CA,ON,Thornhill,43.8395,-79.3831,6.055405119594971,POI3
14289,5231207,2017-06-21 08:50:27.743,CA,QC,Montréal,45.5514,-73.6116,0.05443789320868274,POI3
14290,5231278,2017-06-21 13:50:25.540,CA,ON,Toronto,43.7918,-79.2365,5.92845734030507,POI3
14291,5231334,2017-06-21 20:50:29.140,CA,ON,Brampton,43.684,-79.7716,6.471943590098503,POI3
14292,5231419,2017-06-21 00:50:28.963,CA,AB,Calgary,51.0433,-114.064,2.5688002620766355,POI1
14293,5231433,2017-06-21 11:50:30.267,CA,AB,Edmonton,53.5515,-113.492,0.00822822246903204,POI1
14295,5231508,2017-06-21 08:50:29.783,CA,ON,North York,43.7353,-79.5408,6.236098102693466,POI3
14296,5231570,2017-06-21 14:50:30.013,CA,ON,North York,43.7353,-79.5408,6.236098102693466,POI3
14298,5231691,2017-06-21 15:50:28.327,CA,ON,Thornhill,43.8395,-79.3831,6.055405119594971,POI3
14299,5231695,2017-06-21 15:50:28.797,CA,ON,Thornhill,43.8395,-79.3831,6.055405119594971,POI3
14300,5231768,2017-06-21 21:50:29.087,CA,ON,North York,43.7318,-79.4182,6.119759127957324,POI3
14301,5231791,2017-06-21 11:50:29.120,CA,ON,North York,43.7353,-79.5408,6.236098102693466,POI3
14302,5231834,2017-06-21 14:50:29.543,CA,ON,North York,43.7353,-79.5408,6.236098102693466,POI3
14303,5231909,2017-06-21 08:50:29.943,CA,QC,Montréal,45.502,-73.562,0.020037220790314322,POI3
14304,5231916,2017-06-21 02:50:31.443,CA,ON,Toronto,7.29323,125.7022,192.7049913074258,POI4
14306,5232059,2017-06-21 16:50:29.910,CA,ON,Mississauga,43.5771,-79.6306,6.368694928446252,POI3
14308,5232207,2017-06-21 12:50:31.163,CA,QC,Montréal,45.4978,-73.5798,0.027524523919591388,POI3
14309,5232251,2017-06-21 12:50:31.480,CA,ON,Oakville,43.4309,-79.7767,6.553140020510554,POI3
14310,5232327,2017-06-21 01:50:31.533,CA,ON,Toronto,43.672,-79.3791,6.100244258996269,POI3
14311,5232330,2017-06-21 19:50:31.577,CA,ON,Toronto,43.6682,-79.4209,6.141235383326147,POI3
14312,5232407,2017-06-21 21:50:32.770,CA,ON,Toronto,43.65832,-79.38539,6.11039614684981,POI3
14313,5232496,2017-06-21 00:50:35.310,CA,AB,Calgary,50.91919,-114.10408999999999,2.6987723692940446,POI1
14314,5232498,2017-06-21 16:50:31.460,CA,ON,Welland,42.9872,-79.2801,6.250919523543479,POI3
14315,5232577,2017-06-21 09:50:31.463,CA,ON,Mississauga,43.56539,-79.6225,6.364571671660005,POI3
14316,5232595,2017-06-21 11:50:32.137,CA,QC,Saint-Bruno,45.53632,-73.30809,0.25835203470651413,POI3
14317,5232685,2017-06-21 14:50:32.573,CA,ON,Toronto,43.7071,-79.3978,6.107546709278371,POI3
14318,5232775,2017-06-21 22:50:31.463,CA,ON,Oakville,43.4934,-79.7126,6.472565905436339,POI3
14319,5232843,2017-06-21 00:50:31.477,CA,ON,Toronto,43.6477,-79.4174,6.14412003385489,POI3
14320,5232856,2017-06-21 17:50:31.507,CA,ON,Toronto,43.6646,-79.3696,6.093443287224151,POI3
14324,5232997,2017-06-21 12:50:34.703,CA,QC,Sainte-Foy,46.7823,-71.2882,2.6034157457496074,POI3
14325,5233088,2017-06-21 07:50:35.527,CA,AB,Calgary,51.0475,-114.068,2.565613079099226,POI1
14327,5233192,2017-06-21 20:50:36.093,CA,ON,Toronto,43.6459,-79.3857,6.114490005422939,POI3
14329,5233331,2017-06-21 22:50:34.613,CA,QC,Sainte-Foy,46.7823,-71.2882,2.6034157457496074,POI3
14331,5233435,2017-06-21 04:50:35.240,CA,AB,Edmonton,53.442209999999996,-113.4451,0.11161621658613344,POI1
14332,5233459,2017-06-21 12:50:35.980,CA,AB,Calgary,50.9093,-114.1028,2.708105984640373,POI1
14333,5233538,2017-06-21 01:50:37.533,CA,QC,Montreal,45.65,-73.4833,0.15271664551384098,POI3
14337,5233747,2017-06-21 09:50:38.070,CA,AB,Red Deer,52.2468,-113.788,1.3340612187770855,POI1
14338,5233783,2017-06-21 12:50:38.387,CA,AB,Red Deer,52.2468,-113.788,1.3340612187770855,POI1
14339,5233880,2017-06-21 07:50:40.610,CA,ON,Fort Erie,42.90265,-78.9347,5.973418869911691,POI3
14341,5234031,2017-06-21 14:50:36.343,CA,AB,Calgary,51.1387,-114.2015,2.5116166751407354,POI1
14342,5234051,2017-06-21 01:50:40.167,CA,ON,Mississauga,43.5769,-79.6283,6.366565886222881,POI3
14343,5234117,2017-06-21 03:50:40.373,CA,AB,Edmonton,53.60844,-113.45966999999999,0.06750747088286385,POI1
14344,5234133,2017-06-21 08:50:40.180,CA,ON,Mississauga,43.5769,-79.6283,6.366565886222881,POI3
14345,5234208,2017-06-21 11:50:40.513,CA,ON,York,43.6915,-79.4307,6.143598028974311,POI3
14346,5234223,2017-06-21 07:50:40.980,CA,ON,Richmond Hill,43.8428,-79.4239,6.093699864829007,POI3
14347,5234272,2017-06-21 20:50:44.157,CA,QC,Montréal,45.467,-73.6484,0.09884398321091299,POI3
14348,5234282,2017-06-21 19:50:40.317,CA,ON,Saint Catharines,43.1954,-79.2189,6.112802011501523,POI3
14350,5234415,2017-06-21 16:50:43.657,CA,ON,Toronto,43.6477,-79.4174,6.14412003385489,POI3
14353,5234633,2017-06-21 13:50:44.547,CA,BC,New Westminster,49.2103,-122.92,10.38292432797451,POI1
14354,5234719,2017-06-21 11:50:42.040,CA,AB,Sherwood Park,53.53965,-113.30351999999999,0.18233050508624685,POI1
14357,5234821,2017-06-21 18:50:43.467,CA,ON,Fort Erie,42.9052,-78.9365,5.973919415142537,POI3
14358,5234849,2017-06-21 08:50:44.210,CA,ON,Mississauga,43.7139,-79.6434,6.340534928759323,POI3
14360,5234976,2017-06-21 20:50:44.230,CA,ON,Brampton,43.7033,-79.7603,6.45564679303453,POI3
14361,5235006,2017-06-21 13:50:43.170,CA,ON,North York,43.7677,-79.4126,6.103991961070803,POI3
14362,5235014,2017-06-21 21:50:44.167,CA,ON,Brampton,43.684,-79.7716,6.471943590098503,POI3
14363,5235062,2017-06-21 05:50:46.707,CA,ON,Toronto,43.6682,-79.4209,6.141235383326147,POI3
14364,5235093,2017-06-21 10:50:46.710,CA,ON,Toronto,43.6682,-79.4209,6.141235383326147,POI3
14365,5235157,2017-06-21 02:50:46.730,CA,QC,Trois-Rivières,46.3668,-72.6168,1.2709603539910295,POI3
14366,5235219,2017-06-21 18:50:43.203,CA,ON,Fort Erie,42.9052,-78.9365,5.973919415142537,POI3
14367,5235307,2017-06-21 14:50:43.553,CA,ON,Toronto,43.7068,-79.3991,6.108877140769574,POI3
14369,5235385,2017-06-21 08:50:44.170,CA,ON,Hanmer,46.6463,-80.9967,7.515306425902877,POI3
14372,5235575,2017-06-21 19:50:46.657,CA,ON,Richmond Hill,43.8939,-79.4375,6.0929247587687305,POI3
14374,5235701,2017-06-21 18:50:46.690,CA,ON,London,43.0346,-81.2554,8.081572651174827,POI3
14375,5235713,2017-06-21 08:50:46.443,CA,BC,Richmond,49.1599,-123.169,10.630379984838022,POI1
14376,5235751,2017-06-21 10:50:46.727,CA,AB,Edmonton,53.4597,-113.46117,0.08988844300020804,POI1
14377,5235848,2017-06-21 18:50:46.593,CA,ON,Kitchener,43.4553,-80.4845,7.22045882882916,POI3
14378,5235915,2017-06-21 06:50:46.630,CA,ON,Kitchener,43.4553,-80.4845,7.22045882882916,POI3
14379,5235919,2017-06-21 11:50:46.643,CA,BC,Delta,49.0934,-123.058,10.55724444782089,POI1
14380,5235926,2017-06-21 06:50:49.490,CA,AB,Calgary,51.1229,-114.189,2.5232530630210266,POI1
14381,5235944,2017-06-21 00:50:46.710,CA,SK,Saskatoon,52.1711,-106.6173,7.00472660900089,POI1
14382,5235956,2017-06-21 22:50:49.180,CA,AB,Calgary,51.06085,-113.94001999999999,2.526494876362308,POI1
14383,5235958,2017-06-21 04:50:49.223,CA,AB,Beaumont,53.3588,-113.40506,0.20399678175157812,POI1
14384,5236029,2017-06-21 07:50:51.140,CA,AB,Edmonton,53.48336,-113.68078,0.20490890992096267,POI1
14385,5236106,2017-06-21 03:50:51.553,CA,AB,Red Deer,52.2468,-113.788,1.3340612187770855,POI1
14386,5236165,2017-06-21 19:50:47.817,CA,ON,Toronto,43.707,-79.3974,6.107194483641163,POI3
14387,5236263,2017-06-21 14:50:49.150,CA,NL,St. John's,47.5704,-52.7388,10.75287145286975,POI4
14388,5236359,2017-06-21 22:50:49.177,CA,AB,Calgary,50.9316,-114.096,2.6848436059191605,POI1
14389,5236424,2017-06-21 11:50:49.190,CA,AB,Calgary,51.1414,-114.076,2.4761498894543954,POI1
14390,5236515,2017-06-21 14:50:49.363,CA,ON,Toronto,43.6459,-79.3857,6.114490005422939,POI3
14392,5236622,2017-06-21 07:50:51.530,CA,ON,North York,43.7318,-79.4182,6.119759127957324,POI3
14394,5236725,2017-06-21 15:50:49.117,CA,AB,Calgary,51.0242,-114.1004,2.5957911781661096,POI1
14395,5236765,2017-06-21 11:50:49.677,CA,AB,Calgary,51.094,-114.0783,2.5227479977685054,POI1
14396,5236856,2017-06-21 01:50:49.487,CA,AB,Calgary,50.995,-114.08671000000001,2.6209969886409707,POI1
14397,5236889,2017-06-21 06:50:50.680,CA,ON,Toronto,43.6666,-79.3823,6.104932358267125,POI3
14398,5236940,2017-06-21 12:50:54.297,CA,AB,Calgary,50.9339,-114.03152,2.6686740597317247,POI1
14399,5236989,2017-06-21 06:50:53.763,CA,AB,Calgary,50.8837,-114.0326,2.718049474907517,POI1
14400,5237079,2017-06-21 02:50:55.467,CA,AB,Edmonton,53.5463,-113.5957,0.10996608042936183,POI1
14401,5237127,2017-06-21 05:50:55.567,CA,NB,Moncton,46.1033,-64.815,1.8097765216570174,POI4
14402,5237222,2017-06-21 03:50:55.573,CA,AB,Edmonton,53.587,-113.441,0.06056785157986387,POI1
14403,5237317,2017-06-21 17:50:51.980,CA,AB,Red Deer,52.2468,-113.788,1.3340612187770855,POI1
14404,5237352,2017-06-21 05:50:52.157,CA,AB,Red Deer,52.2468,-113.788,1.3340612187770855,POI1
14405,5237437,2017-06-21 09:50:52.957,CA,AB,Red Deer,52.2468,-113.788,1.3340612187770855,POI1
14406,5237456,2017-06-21 03:50:54.033,CA,AB,Calgary,51.1264,-114.1419,2.5071549919869405,POI1
14407,5237517,2017-06-21 17:50:55.553,CA,ON,Timmins,48.4773,-81.3364,8.31352718415096,POI3
14408,5237518,2017-06-21 22:50:55.627,CA,AB,Calgary,51.0905,-114.182,2.552466798539213,POI1
14409,5237521,2017-06-21 16:50:55.677,CA,AB,Calgary,50.9013,-114.032,2.700690280362599,POI1
14410,5237616,2017-06-21 17:50:56.450,CA,AB,Calgary,50.8889,-113.991,2.7048773798538477,POI1
14411,5237617,2017-06-21 22:50:57.070,CA,AB,Fort Mcmurray,56.72733,-111.37246999999999,3.8191206797200126,POI1
14412,5237636,2017-06-21 01:50:55.637,CA,AB,Calgary,51.1581,-113.938,2.4305161038851453,POI1
14413,5237703,2017-06-21 19:50:55.840,CA,AB,Edmonton,53.4154,-113.4178,0.14736022748693978,POI1
14414,5237795,2017-06-21 14:50:56.840,CA,ON,Toronto,43.643,-79.448,6.174697448799976,POI3
14415,5237840,2017-06-21 11:50:56.980,CA,AB,Edmonton,53.5181,-113.5797,0.09806816835752262,POI1
14416,5237846,2017-06-21 01:50:54.720,CA,AB,Calgary,50.9339,-114.03152,2.6686740597317247,POI1
14417,5237922,2017-06-21 12:50:55.513,CA,AB,Barrhead,54.1206,-114.42,1.0967343480738567,POI1
14418,5237971,2017-06-21 04:50:55.543,CA,AB,Cochrane,51.1815,-114.468,2.5605656632168237,POI1
14419,5238005,2017-06-21 01:50:55.633,CA,AB,Edmonton,53.50338000000001,-113.63566999999999,0.15592155548542513,POI1
14420,5238042,2017-06-21 02:50:55.997,CA,AB,Edmonton,53.4579,-113.412,0.11501202565384451,POI1
14421,5238074,2017-06-21 00:50:56.350,CA,AB,Lethbridge,49.6836,-112.834,3.9171649232889147,POI1
14422,5238081,2017-06-21 17:50:58.017,CA,MB,Winnipeg,49.8284,-97.0599,16.84131271789243,POI1
14423,5238163,2017-06-21 10:50:58.810,CA,AB,Edmonton,53.4154,-113.4178,0.14736022748693978,POI1
14424,5238247,2017-06-21 16:50:59.153,CA,AB,Calgary,50.9339,-114.0315,2.6686699694876097,POI1
14425,5238320,2017-06-21 13:50:59.347,CA,BC,Chilliwack,49.1105,-121.981,9.583563332375114,POI1
14426,5238358,2017-06-21 19:50:56.907,CA,QC,Montréal,45.5336,-73.6745,0.10913453814901679,POI3
14427,5238366,2017-06-21 19:50:57.257,CA,MB,Winnipeg,49.8284,-97.0599,16.84131271789243,POI1
14428,5238381,2017-06-21 15:50:59.347,CA,QC,Montréal,45.502,-73.562,0.020037220790314322,POI3
14429,5238430,2017-06-21 15:51:00.110,CA,ON,Mississauga,43.589,-79.718,6.448400077245289,POI3
14430,5238481,2017-06-21 12:51:00.847,CA,AB,Edmonton,53.587,-113.441,0.06056785157986387,POI1
14431,5238571,2017-06-21 14:51:01.523,CA,ON,Owen Sound,44.57327,-80.94934,7.44397339790633,POI3
14432,5238650,2017-06-21 21:50:57.773,CA,ON,Mississauga,43.5869,-79.7559,6.485193998549077,POI3
14433,5238699,2017-06-21 15:50:59.610,CA,AB,Calgary,51.0905,-114.182,2.552466798539213,POI1
14434,5238732,2017-06-21 02:50:59.873,CA,BC,Abbotsford,49.04575,-122.31125,9.906739415173135,POI1
14435,5238762,2017-06-21 10:51:00.790,CA,ON,North York,43.776,-79.339,6.031125309775696,POI3
14436,5238813,2017-06-21 02:51:01.430,CA,AB,Edmonton,53.587,-113.441,0.06056785157986387,POI1
14437,5238885,2017-06-21 12:51:01.780,CA,AB,Okotoks,50.7258,-113.974,2.862319636491533,POI1
14439,5239012,2017-06-21 22:51:01.797,CA,AB,Edmonton,53.5181,-113.5797,0.09806816835752262,POI1
14441,5239089,2017-06-21 19:51:01.857,CA,AB,Okotoks,50.7258,-113.974,2.862319636491533,POI1
14442,5239120,2017-06-21 13:51:02.310,CA,AB,Calgary,51.0818,-113.959,2.509399413693446,POI1
14443,5239172,2017-06-21 20:50:57.713,CA,ON,Toronto,43.7918,-79.2365,5.92845734030507,POI3
14444,5239223,2017-06-21 19:50:59.543,CA,AB,Calgary,51.169,-114.149,2.4679636813869497,POI1
14445,5239270,2017-06-21 22:51:00.443,CA,AB,Beaumont,53.3545,-113.426,0.2007595318907714,POI1
14446,5239319,2017-06-21 20:51:01.253,CA,AB,Red Deer,52.2468,-113.788,1.3340612187770855,POI1
14448,5239403,2017-06-21 16:51:01.850,CA,AB,Calgary,51.0104,-114.066,2.601311766983156,POI1
14449,5239479,2017-06-21 19:50:59.547,CA,AB,Calgary,51.169,-114.149,2.4679636813869497,POI1
14453,5239727,2017-06-21 15:51:01.810,CA,AB,Calgary,50.88114,-114.01655,2.7173764068647164,POI1
14454,5239786,2017-06-21 02:51:01.880,CA,AB,Calgary,51.12089,-114.15571000000001,2.5161153326715793,POI1
14456,5239909,2017-06-21 01:51:02.240,CA,AB,Calgary,51.0818,-113.959,2.509399413693446,POI1
14458,5240015,2017-06-21 18:51:04.263,CA,AB,Calgary,50.9316,-114.096,2.6848436059191605,POI1
14459,5240022,2017-06-21 02:51:04.323,CA,AB,Airdrie,51.2732,-114.0287,2.3369191385764716,POI1
14460,5240035,2017-06-21 06:51:00.727,CA,AB,Edmonton,53.5185,-113.6579,0.17437486758416945,POI1
14461,5240103,2017-06-21 02:51:01.357,CA,AB,Calgary,51.1188,-113.9471,2.4708235749735383,POI1
14462,5240155,2017-06-21 12:51:01.780,CA,ON,Toronto,43.672,-79.3791,6.100244258996269,POI3
14463,5240245,2017-06-21 17:51:02.143,CA,AB,Calgary,51.0381,-114.118,2.5865344326424506,POI1
14464,5240321,2017-06-21 01:51:05.090,CA,AB,Calgary,51.1111,-114.0477,2.499071243411243,POI1
14465,5240335,2017-06-21 13:51:01.697,CA,AB,Calgary,51.1606,-114.129,2.4707733724979724,POI1
14466,5240395,2017-06-21 22:51:01.727,CA,AB,Calgary,51.0905,-114.182,2.552466798539213,POI1
14469,5240485,2017-06-21 12:51:02.460,CA,ON,Toronto,43.6477,-79.4174,6.14412003385489,POI3
14471,5240570,2017-06-21 03:51:03.577,CA,AB,Leduc,53.2668,-113.552,0.2871186226022272,POI1
14473,5240647,2017-06-21 22:51:04.160,CA,AB,Calgary,50.97112,-114.01158000000001,2.6281896940527387,POI1
14474,5240671,2017-06-21 20:51:04.537,CA,AB,Calgary,51.10565,-113.9374,2.481959992192667,POI1
14475,5240723,2017-06-21 21:51:02.487,CA,AB,Red Deer,52.2468,-113.788,1.3340612187770855,POI1
14476,5240797,2017-06-21 08:51:04.237,CA,AB,Calgary,51.0486,-113.968,2.5437023045641594,POI1
14477,5240839,2017-06-21 13:51:04.300,CA,AB,Calgary,51.0524,-114.038,2.5541870693128597,POI1
14479,5240964,2017-06-21 05:51:04.840,CA,AB,Calgary,51.0571,-114.077,2.558329535701962,POI1
14480,5240972,2017-06-21 10:51:04.883,CA,AB,Calgary,51.0571,-114.077,2.558329535701962,POI1
14481,5241047,2017-06-21 21:51:06.180,CA,ON,Sudbury,46.4917,-80.9928,7.489862448617936,POI3
14482,5241135,2017-06-21 22:51:07.570,CA,AB,Red Deer,52.28564,-113.83073,1.3068858242956822,POI1
14483,5241178,2017-06-21 10:51:09.940,CA,AB,Edmonton,53.60751,-113.4872,0.06136051503205631,POI1
14484,5241224,2017-06-21 19:51:09.640,CA,QC,Montreal,45.65,-73.4833,0.15271664551384098,POI3
14486,5241270,2017-06-21 22:51:10.453,CA,AB,Calgary,51.03921,-113.97842,2.554911523799802,POI1
14487,5241328,2017-06-21 08:51:11.130,CA,ON,Toronto,43.6682,-79.4209,6.141235383326147,POI3
14489,5241411,2017-06-21 12:51:11.747,CA,AB,Fort Mackay,57.29934,-111.50601999999999,4.2432976668771465,POI1
14491,5241499,2017-06-21 06:51:09.960,CA,AB,Edmonton,53.60751,-113.4872,0.06136051503205631,POI1
14492,5241585,2017-06-21 05:51:10.930,CA,ON,Thunder Bay,48.4527,-89.2162,15.922285829554031,POI3
14493,5241631,2017-06-21 07:51:11.043,CA,ON,Powassan,46.0901,-79.3658,5.827569041033914,POI3
14495,5241710,2017-06-21 19:51:11.460,CA,QC,Montréal,45.5327,-73.6472,0.08192746802507633,POI3
14497,5241879,2017-06-21 06:51:11.977,CA,ON,Thornhill,43.8395,-79.3831,6.055405119594971,POI3
14498,5241919,2017-06-21 14:51:12.330,CA,ON,Pickering,43.9016,-78.5874,5.276240223323519,POI3
14499,5242002,2017-06-21 01:51:12.657,CA,AB,Calgary,51.051,-114.137,2.578760508586441,POI1
14500,5242054,2017-06-21 05:51:08.760,CA,AB,Calgary,51.063,-113.889,2.5156990711619303,POI1
14501,5242147,2017-06-21 11:51:11.390,CA,ON,North York,43.7318,-79.4182,6.119759127957324,POI3
14502,5242229,2017-06-21 22:51:12.133,CA,ON,Fort Erie,42.9052,-78.9365,5.973919415142537,POI3
14503,5242248,2017-06-21 19:51:12.613,CA,ON,Ottawa,45.357,-75.806,2.2460176286523206,POI3
14504,5242257,2017-06-21 16:51:12.730,CA,AB,Wood Buffalo,56.77027,-111.45111999999999,3.8124131837466186,POI1
